시도,시군구,수행기관명,주소,기관 대표전화,위도,경도
충청북도,증평군,삼보사회복지관,충청북도 증평군 증평읍 창신로85 1층,043-836-6040,36.7785194497663,127.581287595871
충청북도,증평군,증평지역자활센터,"충청북도 증평군 증평읍 중동길8, 3층",043-838-9231,36.7836656741087,127.582515960311
충청북도,진천군,진천군노인복지관,충청북도 진천군 진천읍 문화7길 12-6,043-533-2715,36.8607636244342,127.440075668272
충청북도,진천군,생거진천노인복지센터,충청북도 진천군 문백면 문덕1길 63,043-532-9969,36.8440108100122,127.456462267555
충청북도,청주시,청주시독거노인통합지원센터,충청북도 청주시 상당구 단재로 395,043-287-1441,36.5954880995221,127.506417816079
충청북도,청주시,청주서원노인복지관,충청북도 청주시 서원구 원흥로 11-10,043-238-3786,36.6074662791354,127.470297509201
충청북도,청주시,청주가경노인복지관,충청북도 청주시 흥덕구 서부로 1225 청주가경노인복지관,043-236-0111,36.61174516461,127.436736090875
충청북도,청주시,우암소규모노인종합센터,충청북도 청주시 흥덕구 무심서로1099번길 130 (청주시 흥덕구 원평동 108-1번지),043-215-2496,36.6743826442097,127.443683277761
충청북도,청주시,사회적협동조합 휴먼케어,충북 청주시 청원구 충청대로 93 (율량동) 3층,043-212-9194,36.6648252776589,127.492876352809
충청북도,청주시,목령종합사회복지관,충청북도 청주시 청원구 오창읍 중심상업2로 32,043-216-3060,36.7123630366382,127.433204453496
충청북도,충주시,충주시노인복지관,충청북도 충주시 대가미13길 20,043-857-8683,36.9805912468457,127.926455373092
충청북도,충주시,사회적협동조합 충주돌봄,충북 충주시 예성로 130 (용산동) 2층,043-855-2890,36.9685286463052,127.933772805308
충청남도,계룡시,계룡시노인복지관,충청남도 계룡시 금암로 182,042-841-2103,36.2723275266786,127.259089066304
충청남도,공주시,금강종합사회복지관,충청남도 공주시 우금티로 709-14,041-856-6110,36.4480944866241,127.134018086343
충청남도,공주시,공주시노인종합복지관,충청남도 공주시 당간지주길 7,041-852-8861,36.4523157293267,127.121908140585
충청남도,공주시,공주노인복지센터,충청남도 공주시 한적2길 41-20 2층,041-853-6700,36.4782355107897,127.139366999485
충청남도,공주시,공주효센터,충충청도 논산시 노성면 화곡안길 103 (지장정사) 기와집 1층,041-732-5550,,
충청남도,금산군,금산군청,충청남도 금산군 금산읍 인삼광장로 30 금산인삼관 3층,041-750-2487,36.100015077772,127.500730281548
충청남도,논산시,논산시어르신돌봄센터,충남 논산시 해월로144번길 37 (반월동),041-746-5802,36.2026109855591,127.084572318117
충청남도,당진시,당진시노인복지관,충청남도 당진시 시청1로 38 당진시노인복지관,041-360-3100,36.8916503203608,126.643443883053
충청남도,당진시,당진시남부노인복지관,충청남도 당진시 합덕읍 예덕로 411,041-363-5330,36.8109273871775,126.765521993642
충청남도,당진시,송산종합사회복지관,충청남도 당진시 송산면 장갈길 15,041-353-7306,36.9346357492076,126.679309557957
충청남도,보령시,보령댐노인복지관,충청남도 보령시 미산면 판미로 1471 2층,041-931-8490,36.2902898935948,126.675362193638
충청남도,보령시,보령노인종합복지관,충청남도 보령시 대천로 113(죽정동),041-931-7677,36.3560491700021,126.603898273425
충청남도,보령시,보령지역자활센터,충청남도 보령시 원동1길 95(2층),041-936-8509,36.3503044862633,126.600173193754
충청남도,부여군,부여노인복지센터,충청남도 부여군 부여읍 청마로 93,041-836-3605,36.2826045488657,126.951321949473
충청남도,부여군,법인사무실(석성제일교회),충청남도 부여군 규암면 흥수로853번길 6,041-837-6868,36.2746677420541,126.875069471688
충청남도,부여군,부여돌보미사회적협동조합,충청남도 부여군 부여읍 금성로 16 (106호),041-833-1887,36.2754213210765,126.91694244442
충청남도,서산시,서산노인복지센터,충청남도 서산시 도성로369-7(가동 1층),041-669-9331,36.8905915560945,126.413071420843
충청남도,서산시,엘림재가노인복지센터,충청남도 서산시 쌍연북3길 33(엘림재가노인복지센터 3층),041-664-0661,36.787724654016,126.467623319758
충청남도,서천군,서천노인복지센터,충청남도 서천군 서천읍 구암신송로 138-16,041-952-3500,36.0826126314214,126.671547841733
충청남도,서천군,서천군노인복지관,충청남도 서천군 종천면 충서로 302번길 88-26,041-950-1201,36.1107464185825,126.656454499058
충청남도,세종특별자치시,세종시사회서비스원,"세종특별자치시 한누리대로 2107 (보람동, 보람종합복지센터) 2층, 시설운영부",044-850-8153,36.4792978000963,127.292541456389
충청남도,세종특별자치시,세종재가노인지원센터,세종특별자치시 조치원읍 장안길 97-7,044-868-6004,36.5964173972464,127.301029220384
충청남도,세종특별자치시,세종도덕노인복지센터,세종특별자치시 연서면 양대길 52,044-555-9054,36.5940399567755,127.20691474558
충청남도,아산시,아산시노인종합복지관,충청남도 아산시 남산로 10,041-544-1409,36.7820849227382,126.99511510904
충청남도,아산시,아산종합사회복지관,충청남도 아산시 영인면 아산온천로 3번길 8,041-542-2308,36.8540578083966,126.958726980284
충청남도,아산시,온양노인복지센터,충청남도 아산시 모종로 110 (온양노인복지센터),041-543-4411,36.7853947735923,127.029103348972
충청남도,예산군,예산군노인종합복지관,충청남도 예산군 예산읍 벚꽃로 214-11,041-330-2901,36.6995847251257,126.839278384209
충청남도,예산군,좋은재가노인복지센터,충청남도 예산군 예산읍 아리랑로 17 (일성빌딩) 2층,041-333-6080,36.6863777902651,126.831518993558
충청남도,천안시,아우내은빛복지관,충청남도 천안시 동남구 병천면 병천2로 51,041-556-6606,36.7660136814266,127.302098266699
충청남도,천안시,천안시노인종합복지관,충청남도 천안시 서북구 미라11길 16 천안시노인종합복지관 본관,041-571-0860,36.8042797422507,127.129287071432
충청남도,청양군,충남청양지역자활센터,충청남도 청양군 칠갑산로8길9 2층,041-942-4526,36.4499200293307,126.803853953654
충청남도,청양군,청양군재가노인지원센터,충청남도 청양군 정산면 천장호길 69,041-942-0777,36.4103991001105,126.921251449177
충청남도,태안군,태안노인복지관,충청남도 태안군 태안읍 후곡로 79,041-674-0215,36.7459898747837,126.301672804336
충청남도,태안군,안면도노인복지관,충청남도 태안군 안면읍 승언로 16,041-675-9727,36.5173210537013,126.344172344236
충청남도,홍성군,홍성군노인종합복지관,충청남도 홍성군 홍성읍 내포로146번길 30-11 홍성군노인종합복지관,041-631-0960,36.597179121674,126.654108574428
충청남도,홍성군,올리브재가노인종합지원센터,충청남도 홍성군 홍성읍 조양로 75번길 17,041-632-0935,36.6017615505563,126.658437639988
충청남도,홍성군,청로노인종합복지센터,충청남도 홍성군 홍성읍 구항길 337,041-631-3959,36.5876100580948,126.633996416299
전라북도,고창군,고창군장애인복지관,전라북도 고창군 고창읍 전봉준로 88-9,063-562-3777,35.4442878571138,126.682366482526
전라북도,고창군,고창원광노인복지센터,전라북도 고창군 고창읍 천변남로 40 2층,063-562-3880,35.4339416613811,126.696696238522
전라북도,고창군,고창군종합사회복지관,전라북도 고창군 고창읍 전봉준로 88-15,063-563-1111,35.4447415146676,126.683612498143
전라북도,군산시,군산나운종합사회복지관,전라북도 군산시 문화로 36,063-462-7260,35.9694659863082,126.709954990848
전라북도,군산시,군산종합사회복지관,전라북도 군산시 칠성로 59 군산종합사회복지관,063-461-6556,35.9600384864558,126.678158692125
전라북도,군산시,군산노인종합복지관,전라북도 군산시 둔배미길 29(중앙로2가),063-442-4227,35.982935830965,126.715832402233
전라북도,군산시,보은재가노인통합지원센터,전라북도 군산시 임피면 임피2길 73-3,063-453-9998,35.9864133508279,126.853178530484
전라북도,군산시,동부재가노인통합지원센터,전라북도 군산시 서왕길 84-7,063-453-9903,36.0165905191321,126.79311521467
전라북도,군산시,함께하는 재가노인통합지원센터,"전라북도 군산시 두란뜸2길 3 (사정동, 금호타운2단지) 상가 205호",063-453-0884,35.9644718621391,126.75038967594
전라북도,김제시,김제노인복지센터,전라북도 김제시 백산면 소음방2길 19-29 김제노인복지센터,063-548-7005,35.8468599270795,126.932862464087
전라북도,김제시,김제노인종합복지관,전라북도 김제시 하동 1길 79,063-542-5550,35.8147140601818,126.893204852157
전라북도,김제시,성암노인복지센터,전라북도 김제시 입석로 142,063-545-1005,35.7836725651371,126.873851822999
전라북도,남원시,남원사회복지관,"전라북도 남원시 노송로 1255-9, 노암주공아파트 관리사무소 2층",063-631-5253,35.3962494611684,127.376850408868
전라북도,남원시,남원시노인복지관,전라북도 남원시 금동로 50 남원시노인복지관,063-625-9988,35.4030156195054,127.372823174944
전라북도,남원시,지리산노인복지센터,전라북도 남원시 아영면 아백로 352-1,063-625-1900,35.5061658099523,127.611921183144
전라북도,무주군,무주노인종합복지관,전라북도 무주군 무주읍 한풍루로 425 무주노인종합복지관,063-322-1252,36.0055449253399,127.672414828347
전라북도,부안군,부안노인복지센터,전라북도 부안군 부안읍 옹정로 152-4,063-581-1281,35.7019483712863,126.746545903951
전라북도,부안군,부안종합사회복지관,전라북도 부안군 용암로 134,063-580-7600,35.716606842365,126.746227517591
전라북도,순창군,순창군청,전라북도 순창군 순창읍 순창로 127 행복누리센터 2층 독거노인지원센터,063-650-1543,35.3664234188049,127.140656658141
전라북도,순창군,순창지역자활센터,전라북도 순창군 순창읍 교성2길 31,063-653-0920,35.3726235060681,127.137413624989
전라북도,완주군,완주지역자활센터,전라북도 완주군 삼례읍 별산농원길 20,063-232-1377,35.9206524968386,127.09187222703
전라북도,완주군,용진노인복지센터,전라북도 완주군 용진읍 상운길 11-14,063-241-9111,35.8815806629683,127.153272165884
전라북도,완주군,예은노인복지센터,전라북도 완주군 상관면 춘향로 4615-44,063-232-2442,35.7610502351431,127.212910680634
전라북도,완주군,구이노인복지센터,전라북도 완주군 구이면 하학길 37-3,063-222-6085,35.731065166808,127.116518238809
전라북도,완주군,완주노인복지센터,전라북도 완주군 고산면 고산천로 401-6,063-261-4266,35.9729695978871,127.182851958904
전라북도,익산시,원광효도마을노인복지센터,전라북도 익산시 함라면 용산로429 원광효도마을 노인복지센터,063-853-9743,36.0532547499234,126.92004154152
전라북도,익산시,북익산노인복지센터,전라북도 익산시 황등면 동연1길 33,063-855-0066,36.0061770351918,126.931177354909
전라북도,익산시,동행노인복지센터,전라북도 익산시 동서로 349,063-843-1005,35.9504534932656,126.972213716524
전라북도,익산시,익산시노인종합복지관,전라북도 익산시 동서로 103,063-837-7722,35.956883327129,126.945471563656
전라북도,익산시,임마누엘노인복지센터,전라북도 익산시 춘포로 22,063-918-7791,35.9202423026682,126.977972594892
전라북도,익산시,마한노인복지센터,전라북도 익산시 여산면 가람로334,063-832-0055,36.0547930217236,127.086116862001
전라북도,임실군,임실군노인종합복지관,전라북도 임실군 임실읍 운수로 33-46,063-644-4438,35.6146283709049,127.28571530327
전라북도,임실군,사랑요양원,전라북도 임실군 삼계면 충효로 1623-4,063-642-9191,35.5277863886132,127.298954214217
전라북도,장수군,장수군노인장애인복지관,전라북도 장수군 장수읍 노하3길 16,063-353-8286,35.6535137755809,127.517294345486
전라북도,전주시,노인사랑노인복지센터,전라북도 전주시 완산구 남고산성1길 25,063-226-9723,35.805480689032,127.156878341256
전라북도,전주시,중부노인복지센터,전라북도 전주시 완산구 전주객사4길 23-8,063-286-0057,35.8191734748408,127.142686931823
전라북도,전주시,이양재노인종합센터,전라북도 전주시 완산구 서학2길 33,063-282-2277,35.8061626545871,127.150549352737
전라북도,전주시,성예노인복지센터,전라북도 전주시 완산구 삼산길 74-5(삼천동3가),063-221-1312,35.8020671683315,127.076848965568
전라북도,전주시,샬롬노인복지센터,전라북도 전주시 완산구 능안자구길 53-54 샬롬노인복지센터,063-224-8083,35.8009100922374,127.085699071515
전라북도,전주시,효경노인복지센터,전라북도 전주시 완산구 용리로 88,063-227-1360,35.7984783421662,127.119457531971
전라북도,전주시,우리노인복지센터,전라북도 전주시 덕진구 전주천서로 321,063-255-7179,35.821658819769,127.133562205915
전라북도,전주시,즐거운집노인복지센터,전라북도 전주시 덕진구 석소로 74-5(우아동2가),063-714-3535,35.8340985836149,127.168070070739
전라북도,전주시,금암노인복지관,전라북도 전주시 덕진구 삼송1길31,063-253-5728,35.8429133396359,127.134481026473
전라북도,전주시,금암노인복지센터,전라북도 전주시 덕진구 금암 5길 32-5,063-253-6090,35.8401128025892,127.135658539862
전라북도,전주시,엠마오노인복지센터,전라북도 전주시 혁신로 650 3층 엠마오노인복지센터,063-231-5333,35.8698246681784,127.072785965417
전라북도,정읍시,성공회행복노인복지센터,전라북도 정읍시 정읍사로 527,063-535-0252,35.5505628064027,126.862313090529
전라북도,정읍시,정읍시노인복지관,전라북도 정읍시 금붕1길 212,063-538-3607,35.5537935921771,126.8930382704
전라북도,정읍시,하늘향노인복지센터,전라북도 정읍시 신태인읍 정신로 1204,063-571-9008,35.691735817932,126.883034754263
전라북도,정읍시,들꽃마을,전라북도 정읍시 칠보면 칠보중앙로96 태영빌딩 2층 202호,063-537-1313,35.6043692612451,126.991713006979
전라북도,진안군,임마누엘재가노인복지센터,전라북도 진안군 성수면 용포로 166,063-433-8140,35.7070558646346,127.305553158536
전라북도,진안군,진안시니어클럽,전북 진안군 진안읍 진장로 29 (2층),063-433-2233,35.7928324032247,127.434388504502
전라남도,강진군,강진노인맞춤돌봄센터,전라남도 강진군 군동면 석교로 139,061-432-7010,34.6306997034518,126.80780427901
전라남도,고흥군,고흥군사회복지협의회,전라남도 고흥군 고흥읍 신계학림길 39. 고흥어울림센터 1층,061-832-2500,34.6137802306783,127.287951185262
전라남도,고흥군,고흥군노인복지관,전라남도 고흥군 고흥읍 고흥로 1941,061-830-4200,34.6222109507101,127.29424334907
전라남도,곡성군,(복)곡성삼강원,전남 곡성군 곡성읍 군청로 36,061-363-5210,35.2815486471684,127.292871814997
전라남도,곡성군,심청노인복지센터,전라남도 곡성군 옥과면 주산길 45-8 심청노인복지센터(맞돌),061-817-1500,35.2913244137951,127.145670335679
전라남도,광양시,광양시청,전남 광양시 광양읍 백운로 8-3 (광양노인복지관),061-797-2138,34.9705482568507,127.591074642925
전라남도,구례군,구례재가사랑노인복지센터,전라남도 구례군 구례읍 택지 2길 42-6,061-781-9462,35.214430376405,127.460323359827
전라남도,나주시,동신대학교 산학협력단,전라남도 나주시 동신대길 34-15 4층 402호,061-330-2992,35.0533276318812,126.71768526152
전라남도,나주시,고구려대학교노인복지센터,전라남도 나주시 다시면 백호로 125 강의동 111호,061-330-7328,35.0082467713121,126.649142984141
전라남도,담양군,메니노인전문요양원,전라남도 담양군 담양읍 죽향문화로 178-1,061-381-0685,35.3221840022983,126.973283633722
전라남도,담양군,담양군노인복지관,전라남도 담양군 담양읍 죽향문화로 431-33,061-380-1301,35.3335027469346,126.995028830532
전라남도,목포시,하당노인복지관,전라남도 목포시 입암로 20번길 25(상동 942번지),061-285-0582,34.7996928162417,126.418914243419
전라남도,목포시,목포이랜드노인복지관,전라남도 목포시 용당로 161번길 14,061-278-0200,34.8018333157316,126.399226821245
전라남도,목포시,목포시노인복지관,전라남도 목포시 호남로 67번길 5 3층 사무실,061-278-8515,34.7948186746523,126.385991688942
전라남도,무안군,에덴재가노인복지센터,전라남도 무안군 청계면 영산로 1807-63,061-454-7993,34.9178655606966,126.418504672046
전라남도,보성군,보성종합사회복지관,전라남도 보성군 보성읍 동인길 18-6,061-852-9845,34.7705530191596,127.083360286725
전라남도,보성군,보성군노인복지관,전라남도 보성군 벌교읍 신정길 47-23,061-858-8900,34.8455873798815,127.351470101046
전라남도,보성군,보성지역자활센터,전라남도 보성군 득량면 예당길 150-4,061-853-9955,34.7780814225018,127.198714005639
전라남도,순천시,사)지역사랑복지협의회,전라남도 순천시 승주읍 내상로 353,061-755-3726,35.0404686548254,127.373177249735
전라남도,순천시,전남동부밀알선교단,전남 순천시 상사면 오실길 183,061-744-9917,34.9094123863956,127.461587468012
전라남도,순천시,월드비전커뮤니티,전라남도 순천시 해룡면 상성길272,061-724-7459,34.9429551194543,127.5371370166
전라남도,신안군,전남신안지역자활센터,전라남도 신안군 압해읍 복룡로 53 압해도성당 1층,061-271-6602,34.8681660730957,126.307504165271
전라남도,신안군,신안노인복지센터,전라남도 신안군 팔금면 탑목개길 162-10,061-271-4147,34.7832545155566,126.143998730022
전라남도,여수시,여수시노인복지관,전라남도 여수시 학동서4길 58-16,061-685-2381,34.763738814281,127.658965409904
전라남도,여수시,소라종합사회복지관,전라남도 여수시 덕양로 414,061-685-9771,34.7950799233684,127.633266435505
전라남도,여수시,미평종합사회복지관,"전라남도 여수시 미평로 77-1 (미평동, 주공아파트) 미평종합사회복지관",061-652-3457,34.7711404701719,127.70917536348
전라남도,여수시,문수종합사회복지관,전라남도 여수시 여문2로 11-10,061-652-4242,34.749650607785,127.69280808328
전라남도,영광군,비룡노인맞춤돌봄센터,전라남도 영광군 영광읍 물무로 237-15,061-351-3474,35.268616735446,126.516140718697
전라남도,영광군,영광지역자활센터,전남 영광군 영광읍 옥당로 149 401호,061-353-2000,35.2753488399116,126.500977325419
전라남도,영광군,청람노인복지센터,전라남도 영광군 영광읍 옥당로 233-16,061-352-3273,35.2835837177052,126.498962381454
전라남도,영암군,영암지역자활센터,전라남도 영암군 영암읍 새동네길 22-1,061-471-9933,34.7963772131013,126.690706193661
전라남도,영암군,정우재가노인복지센터,전라남도 영암군 서호면 아천새마을길 11,061-472-0303,34.749801770758,126.605593478771
전라남도,완도군,완도지역자활센터,전라남도 완도군 완도읍 군내길 20-1,061-554-1001,34.3117617457566,126.757207844591
전라남도,장성군,장성군청,전라남도 장성군 영천로 200 장성군청 주민복지과,061-390-1989,35.3019123132952,126.78487673217
전라남도,장성군,프란치스꼬의집,전라남도 장성군 진원면 덕주1길 10,061-390-9660,35.2746370894856,126.83162092956
전라남도,장흥군,장흥종합사회복지관,전라남도 장흥군 장흥읍 흥성로 37-24,061-864-4804,34.6754854181254,126.906959871478
전라남도,장흥군,장흥지역자활센터,전라남도 장흥군 장흥읍 흥성로 17,061-862-8266,34.6740027436135,126.906136423056
전라남도,진도군,진도군청,전라남도 진도군 진도읍 철마길 25,061-540-3125,34.4868321091812,126.263576357914
전라남도,함평군,사회복지법인 함평군사회복지협의회,전라남도 함평군 함평읍 함장로 1071(2층),061-324-6337,35.0558582698906,126.513717212738
전라남도,함평군,전남함평지역자활센터,전라남도 함평군 함평읍 함평천좌길 12-8,061-324-9556,35.0614072914158,126.526718587873
전라남도,해남군,해남노인종합복지관,전라남도 해남군 해남읍 서림길 16,061-537-0012,34.5749797664917,126.593912804026
전라남도,해남군,해남종합사회복지관,전라남도 해남군 해남읍 중앙 1로 14-14 해남종합사회복지관,061-534-6777,34.5714900655383,126.606838448168
전라남도,화순군,화순지역자활센터,전라남도 화순군 화순읍 대교로 11,061-375-7240,35.0635719223406,126.980445859734
전라남도,화순군,나드리노인복지관,전라남도 화순군 화순읍 학포로 2642,061-371-1166,35.0460316967943,126.968103078784
경상북도,경산시,보현전문요양원,경상북도 경산시 와촌면 상암길 37길 64,053-853-3538,35.9470544874565,128.853672464324
경상북도,경산시,경산청솔재가노인통합지원센터,"경상북도 경산시 자인면 설총로 945,2층",053-813-1108,35.8202676904541,128.82448499226
경상북도,경산시,경산시재가노인통합지원센터,경상북도 경산시 원효로 26길5,053-811-1394,35.8219177907743,128.750837606472
경상북도,경산시,한국돌봄사회적협동조합경산지부,경상북도 경산시 경안로 118번지,053-811-3139,35.818081442593,128.73856551667
경상북도,경주시,경주재가노인통합지원센터,경상북도 경주시 양정로 251번길 19. 3층,054-742-9042,35.8550161696403,129.221931391971
경상북도,경주시,하나재가노인통합지원센터,경상북도 경주시 안강읍 구부랑두림길 131,054-763-1180,36.004940640066,129.199751526956
경상북도,경주시,참사랑재가노인통합지원센터,경북 경주시 충현로 9 (충효동) 4층 401호,054-774-8860,35.8452863314404,129.171264145156
경상북도,경주시,공영재가노인통합지원센터,경상북도 경주시 귀격1길 21-52,054-771-2601,35.767860676349,129.268102710466
경상북도,경주시,경주시종합사회복지관,"경상북도 경주시 승삼1길 34 (용강동, 주공아파트) 108동 1층 사무실",054-771-8107,35.8792137271891,129.231005097662
경상북도,고령군,고령지역자활센터,경상북도 고령군 대가야읍 왕릉로 30 대가야문화누리 3층,054-954-8320,35.7235755520769,128.263094176555
경상북도,고령군,사회복지법인수경재단,경북 고령군 다산면 호촌길 23-10,054-954-7233,35.8279097762593,128.455121487685
경상북도,구미시,성심재가노인통합지원센터,경상북도 구미시 선산읍 단계서길83-8,054-481-7074,36.2445015304991,128.29656344169
경상북도,구미시,금오재가노인통합지원센터,경상북도 구미시 해평면 송곡2길 36,054-472-0408,36.2233267259029,128.385558153566
경상북도,구미시,강동재가노인통합지원센터,"경상북도 구미시 형곡동로 3길 9, 2층",054-473-4008,36.1041022497847,128.33509038332
경상북도,구미시,구미재가노인통합지원센터,경상북도 구미시 검성로115 상가동 101호,054-472-5080,36.1185480301155,128.431446484716
경상북도,군위군,군위재가노인통합지원센터,경상북도 군위군 군위읍 군위금성로 140,054-382-1300,36.2332571200807,128.587475099561
경상북도,김천시,김천지역자활센터,경상북도 김천시 강변로 36(감호동),054-435-8985,36.1219119264754,128.129882121787
경상북도,김천시,김천재가노인통합지원센터,경상북도 김천시 평화중앙6길 36,054-439-0162,36.1216600678611,128.113317533777
경상북도,김천시,김천시노인종합복지관,경상북도 김천시 중앙공원1길 16,054-435-6340,36.1192927035296,128.119496943468
경상북도,문경시,문경시종합사회복지관,경상북도 문경시 중앙5길 28,054-556-0991,36.5918722452657,128.201101817242
경상북도,문경시,문경지역자활센터,경상북도 문경시 호서로 196,054-554-0407,36.6109998094406,128.205816379614
경상북도,봉화군,봉화군노인복지관,경상북도 봉화군 봉화읍 내성천2길 75-2,054-674-2555,36.8923207936197,128.736908898127
경상북도,봉화군,봉화요양원,경상북도 봉화군 법전면 갈방길 33-15 (봉화요양원),054-672-1763,36.9135405236973,128.845991059235
경상북도,상주시,상주시담향재가노인통합지원센터,"경상북도 상주시 왕산로 42-32,2층",054-531-4011,36.4073492466583,128.161922733379
경상북도,상주시,상주시종합사회복지관,경북 상주시 냉림1길 43-18 (냉림동),054-532-5688,36.4222889807036,128.163260192122
경상북도,상주시,상주효도마을노인복지센터,경상북도 상주시 아리랑고개1길63,054-536-1684,36.4296311605492,128.170792103493
경상북도,상주시,상주재가노인통합지원센터,경상북도 상주시 낙동면 신상양지길 32-10,054-532-5514,36.4104707206623,128.235977371383
경상북도,성주군,성주지역자활센터,경상북도 성주군 성주읍 주산로5,054-931-1379,35.9234563387505,128.290242488474
경상북도,성주군,파티마재가노인통합지원센터,경상북도 성주군 금수면 봉두길 46,054-932-5414,35.9310795315078,128.134254722046
경상북도,안동시,노인통합지원센터,경상북도 안동시 안기1길 48,054-841-5125,36.5740816624794,128.716698548002
경상북도,안동시,사)안동자원봉사센터 노인맞춤돌봄서비스,"경상북도 안동시 안기천로 74, 2층",054-841-9891,36.5639876965853,128.717461829316
경상북도,안동시,안동시재가노인통합지원센터,경상북도 안동시 은행나무로 106-5 3층,054-853-3094,36.5676032634222,128.696524141387
경상북도,영덕군,영덕지역자활센터,경상북도 영덕군 영덕읍 군청길 127-5,054-734-5895,36.4139031986983,129.366192000437
경상북도,영덕군,한국돌봄사회적협동조합영덕지부,경상북도 영덕군 영덕읍 화개길 32,054-733-1310,36.4173036169048,129.367250960995
경상북도,영양군,영양군장애인보호작업장,경상북도 영양군 청기면 청기로 1244,054-682-1580,36.6692895128608,129.064051604907
경상북도,영주시,영주재가노인통합지원센터,경상북도 영주시 철탄길 8,054-637-9964,36.8280907627225,128.626408092597
경상북도,영주시,(사)한국안전돌봄서비스협회영주지부,경북 영주시 중앙로95번길 1 2층,054-637-2700,36.8237603775487,128.625029028979
경상북도,영천시,영천시종합사회복지관,경상북도 영천시 중앙동2길 86 영천시종합복지센터2층,054-332-8466,35.9742285569241,128.932205651466
경상북도,영천시,영천기독교청년회(YMCA)영천노인복지센터,"경상북도 영천시 천문로 323,(과전동) 4층",054-337-0013,35.9665645331581,128.9312484795
경상북도,영천시,마야실비노인요양원,경상북도 영천시 북안면 고지길 42-6,054-333-3988,35.9063209852008,129.012381979785
경상북도,예천군,유천재가노인통합지원센터,경상북도 예천군 유천면 고산길 128,054-655-2431,36.6391496839915,128.395164571757
경상북도,울릉군,울릉군가족센터,경북 울릉군 울릉읍 봉래2길 31,054-791-7859,37.493715069775,130.908757940087
경상북도,울진군,울진군노인복지관,경상북도 울진군 울진읍 울진북로 496-14,054-789-6682,36.9926032870334,129.395565569964
경상북도,의성군,기쁨의집,경상북도 의성군 의성읍 북원3길 51-13,010-8551-2338,36.3626165413127,128.698000247168
경상북도,의성군,금성노인복지관,경상북도 의성군 금성면 동부로 2404,054-832-3400,36.2611073610994,128.679045050099
경상북도,의성군,안계노인복지관,경상북도 의성군 안계면 용기5길 42,054-861-1376,36.3880879849842,128.430541593429
경상북도,청도군,청도군주간보호센터,경상북도 청도군 화양읍 청화로 79-15,054-372-8745,35.6486668856635,128.737728194728
경상북도,청도군,청도재가노인통합지원센터,경북 청도군 청도읍 고수동3길 46-18(오복누리원),054-373-4116,35.6487549369927,128.742908664956
경상북도,청송군,청송보현재가노인복지센터,경상북도 청송군 안덕면 안현로 654 청송보현재가노인복지센터,054-873-6677,36.3161170282032,128.987530017397
경상북도,칠곡군,칠곡재가노인통합지원센터,경상북도 칠곡군 왜관읍 평장1길 9(1층),054-971-1939,35.9869065544744,128.402024693661
경상북도,칠곡군,성가양로원 맞춤돌봄서비스,경상북도 칠곡군 동명면 한티로 140,054-977-8121,35.9798081714136,128.573413029388
경상북도,포항시,사회적협동조합포항나눔지역자활센터,경상북도 포항시 남구 청림서길 69,054-252-4471,35.9975959788634,129.406959429264
경상북도,포항시,포항재가노인통합지원센터,경상북도 포항시 남구 운하로 6-1(송도동),054-242-0675,36.0253222565922,129.377327345968
경상북도,포항시,선재재가노인통합지원센터,경상북도 포항시 북구 칠성로 47번길 4(선재빌딩 4층),054-231-4446,36.0370743293056,129.367075285934
경상북도,포항시,좋은이웃재가노인통합지원센터,경상북도 포항시 북구 흥해읍 한동로 106번길 39,054-262-0675,36.1071056768697,129.356736812726
경상북도,포항시,서포항재가노인통합지원센터,경상북도 포항시 북구 기계면 기계로 69번길 11,054-255-2118,36.0692102498462,129.209286590373
경상북도,포항시,포항원광보은의집,경상북도 포항시 북구 소티재로 151번길 36,054-275-5608,36.0694324112725,129.347766525178
경상북도,포항시,가람재가노인통합지원센터,경상북도 포항시 북구 장미길 31-1 2층,054-231-5022,36.051433964154,129.363513223959
경상남도,거제시,거제노인통합지원센터,"경상남도 거제시 거제중앙로 13길 22, 3층",055-638-2111,34.8827675075075,128.623717775574
경상남도,거제시,거제사랑노인복지센터,경상남도 거제시 고현로12길 6 (애니툴스 맞은편),055-637-6674,34.8870741484798,128.625586024429
경상남도,거창군,거창효노인통합지원센터,경상남도 거창군 남상면 웃골길 71,055-942-8525,35.6564637563876,127.914632119785
경상남도,거창군,거창노인통합지원센터,경상남도 거창군 거창읍 창동로 174(2층),055-945-3365,35.6925521038576,127.919972617579
경상남도,거창군,거창인애노인통합지원센터,"경상남도 거창군 거창읍 장팔길 93, 2층",055-942-9116,35.6763991328672,127.908409506967
경상남도,고성군,고성지역자활센터,경상남도 고성군 고성읍 동외로156번길40호림빌2층,055-674-8989,34.9751004633949,128.328078985934
경상남도,고성군,대한노인회 고성군지회,경남 고성군 고성읍 남포로79번길 133,055-804-7500,34.9696481525941,128.313417595371
경상남도,김해시,효능원노인통합지원센터,경상남도 김해시 진영읍 서부로 38번길 77-35,055-343-7900,35.2895761951049,128.759099514672
경상남도,김해시,경상남도사회서비스원 김해시종합재가센터,경상남도 김해시 호계로 418 조은빌딩 2층,055-328-8272,35.2279225010713,128.885482592773
경상남도,김해시,김해시종합사회복지관,경남 김해시 분성로 227,055-329-6336,35.2324337801483,128.870545889559
