시도,시군구,기업명,연락처,구인사항,접수마감일자
서울특별시,금천구,주식회사 신성화투어,070-4349-5175,"사업실행계획1.사업명 : 오즈 산후조리원2.사업목적 : - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복3.사업내용 : 보건업4.부서배치 및 참여인원 : 간호사 5명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용6.직무교육 : - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 인턴 5명8.모집연령대 : 60대9.모집직종 : 간호사 5명10.근무지역 : 경남 김해시11.자격사항 : 간호,보건업 관련12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 5명 100% 계획",2022-12-31
서울특별시,금천구,(주)성화투어,070-4349-5175,"사업실행계획1.사업명 : 오즈 산후조리원2.사업목적 : - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복3.사업내용 : 보건업4.부서배치 및 참여인원 : 간호사 5명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용6.직무교육 : - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 인턴 5명8.모집연령대 : 60대9.모집직종 : 간호사 5명10.근무지역 : 경남 김해시11.자격사항 : 간호,보건업 관련12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 5명 100% 계획",2022-12-31
서울특별시,금천구,주식회사 에이치알엠,070-4349-5175,"사업실행계획1.사업명 : 오즈 산후조리원2.사업목적 : - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복3.사업내용 : 보건업4.부서배치 및 참여인원 : 간호사 5명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용6.직무교육 : - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 인턴 5명8.모집연령대 : 60대9.모집직종 : 간호사 5명10.근무지역 : 경남 김해시11.자격사항 : 간호,보건업 관련12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 5명 100% 계획",2022-12-31
서울특별시,금천구,광세메디칼,070-4779-6968,"사업실행계획1.사업명 : 오즈 산후조리원2.사업목적 : - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복3.사업내용 : 보건업4.부서배치 및 참여인원 : 간호사 5명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용6.직무교육 : - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 인턴 5명8.모집연령대 : 60대9.모집직종 : 간호사 5명10.근무지역 : 경남 김해시11.자격사항 : 간호,보건업 관련12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 5명 100% 계획",2022-12-31
서울특별시,금천구,(주)파이어넷,070-4349-5175,"사업실행계획1.사업명 : 오즈 산후조리원2.사업목적 : - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복3.사업내용 : 보건업4.부서배치 및 참여인원 : 간호사 5명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용6.직무교육 : - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 인턴 5명8.모집연령대 : 60대9.모집직종 : 간호사 5명10.근무지역 : 경남 김해시11.자격사항 : 간호,보건업 관련12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 5명 100% 계획",2022-12-31
서울특별시,금천구,(주)굿포유시스템즈,070-4779-6968,"사업실행계획1.사업명 : 오즈 산후조리원2.사업목적 : - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복3.사업내용 : 보건업4.부서배치 및 참여인원 : 간호사 5명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용6.직무교육 : - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 인턴 5명8.모집연령대 : 60대9.모집직종 : 간호사 5명10.근무지역 : 경남 김해시11.자격사항 : 간호,보건업 관련12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 5명 100% 계획",2022-12-31
서울특별시,금천구,에스에스모빌리티 주식회사,070-4779-6968,"사업실행계획1.사업명 : 오즈 산후조리원2.사업목적 : - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복3.사업내용 : 보건업4.부서배치 및 참여인원 : 간호사 5명5.운영계획 : 시니어인턴십 3개월 운영 후 신규고용6.직무교육 : - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 인턴 5명8.모집연령대 : 60대9.모집직종 : 간호사 5명10.근무지역 : 경남 김해시11.자격사항 : 간호,보건업 관련12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 5명 100% 계획",2022-12-31
서울특별시,동대문구,아파트택배사업(띵동시니어2),02-6952-6925,1. 모집사업단: 아파트택배(띵동시니어2)     2. 활동내용 : 아파트 내 택배 분류 및 배송     3. 활동시간 : 주3회(도급계약)     4. 활 동 비 : 보조금 19만원,2022-12-30
서울특별시,마포구,북실북실,02-336-4499,"공익형사업1.활동시간 : 주 2~3회 / 월 30시간 활동2.활동내용 : 마포구도서관 책 배달3.활 동 비 : 월 27만원4.신청자격 : 만 65세 이상 기초연금수급자5.신청제외자 : - 국민기초생활보장법에 의한 생계급여 수급자 - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급자6.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발7.준비서류 : 주민등록등본 1부, 통장사본 1부, 백신접종증명서1부8.신청장소 : 마포시니어클럽 (서울시 마포구 동교로 8길 58)",2022-11-30
서울특별시,마포구,이엠드림,02-336-4499,"공익형사업1.활동시간 : 주 2~3회 / 월 30시간 활동2.활동내용 : 3.활 동 비 : 월 27만원4.신청자격 : 만 65세 이상 마포구 거주 기초연금수급자5.신청제외자 : - 국민기초생활보장법에 의한 생계급여 수급자 - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급자6.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발7.준비서류 : 주민등록등본 1부, 통장사본 1부, 예방접종확인서 1부8.신청장소 : 마포시니어클럽 (서울시 마포구 동교로 8길 58)",2022-11-30
서울특별시,마포구,해피메이커,02-336-4499,"공익형사업1.활동시간 : 주 2~3회 / 월 30시간 활동2.활동내용 : 어린이집 보조 교사3.활 동 비 : 월 27만원4.신청자격 : 만 65세 이상 마포구 거주 기초연금수급자5.신청제외자 : - 국민기초생활보장법에 의한 생계급여 수급자 - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급자6.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발7.준비서류 : 주민등록등본 1부, 통장사본 1부, 백신접종증명서 1부 8.신청장소 : 마포시니어클럽 (서울시 마포구 동교로 8길 58)",2022-11-30
서울특별시,마포구,우리보듬이,02-336-4499,"공익형사업1.활동시간 : 주 2~3회 / 월 30시간 활동2.활동내용 : 장애인 시설 보조활동3.활 동 비 : 월 27만원4.신청자격 : 만 65세 이상 마포구 거주 기초연금수급자5.신청제외자 : - 국민기초생활보장법에 의한 생계급여 수급자 - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급자6.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발7.준비서류 : 주민등록등본 1부, 통장사본 1부, 백신접종 증명서 1부8.신청장소 : 마포시니어클럽 (서울시 마포구 동교로 8길 58)",2022-11-30
서울특별시,마포구,도담지킴이,070-4441-4592,"1.활동시간 : 주 5회 / 월 30시간 활동2.활 동 비 : 월 27만원3.신청자격 : 만 65세 이상 마포구 거주 기초연금수급자4..신청제외자 : - 국민기초생활보장법에 의한 생계급여 수급자 - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급자5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 통장사본 1부, 백신접종증명서 1부7.신청장소 : 마포시니어클럽 (서울시 마포구 동교로 8길 58)",2022-11-30
서울특별시,마포구,베테랑사업단,02-336-4499,"(사회서비스형) 베테랑사업단 일자리1.근무시간 :일 3시간/ 주 5회 / 월 60시간 이상 활동2.인건비 : 월 712,800원3.신청자격 : 만 65세 이상 사업 참여를 희망하는 마포구 거주자4.신청제외자 : - 국민기초생활보장법에 의한 생계급여 수급자 - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급자5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발, 2차 수요처 면접 6.준비서류 : 주민등록등본 1부, 통장사본, 백신접종증명서 1부 7.신청장소 : 마포시니어클럽 (마포구 동교로 8길 58)",2022-11-30
서울특별시,마포구,노인일자리지원사업단,02-336-4499,"(사회서비스형) 1.근무시간 :일 3시간/ 주 5회 / 월 60시간 이상 활동(한달 만근)2.인건비 : 월 712,800원3.신청자격 : 만 65세 이상 사업 참여를 희망하는 마포구 거주자4.신청제외자 : - 국민기초생활보장법에 의한 생계급여 수급자 - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급자5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발6.준비서류 : 주민등록등본 1부, 통장사본 1부, 백신접종증명서 1부.7.신청장소 : 마포시니어클럽 (마포구 동교로 8길 58)",2022-11-30
서울특별시,마포구,나눔지기,02-336-4499,"(사회서비스형) 나눔지기 일자리1.근무시간 :일 3시간/ 주 5회 / 월 60시간 이상 활동2.인건비 : 월 712,800원3.신청자격 : 만 65세 이상 사업 참여를 희망하는 마포구 거주자4.신청제외자 : - 국민기초생활보장법에 의한 생계급여 수급자 - 정부부처 및 지자체에서 추진 중인 일자리사업 참여자 - 국민건강보험 직장가입자 - 장기요양보험 등급판정자(1~5등급), 인지지원등급자5.참여자선발 : 개별상담을 통해 ""참여자 선발기준표"" 작성하여 고득점자순으로 통합 선발 , 2차 수요처 면접 6.준비서류 : 주민등록등본 1부, 통장사본 1부, 백신접종증명서 1부. 7.신청장소 : 마포시니어클럽 (마포구 동교로 8길 58)",2022-11-30
서울특별시,성동구,한국휴머노이드사업협동조합,02 6951 0546,"1.사업명 : 한국휴머노이드사업협동조합 시니어인턴십 사업운영 안내2.사업목적 : - 인적자원관리를 통한 기업 경쟁력 확보 - 노인일자리 활성화 및 신규 일자리창출 - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 - 소득 증대를 통한 경제력 확보 - 어르신들의 근무의욕 고취3.사업내용 : IT운영 소프트웨어개발4.부서배치 및 참여인원 : IT운영, 소프트웨어개발 및 2명5.운영계획 : 시니어인턴십 3개월 운영 후 계속고용6.직무교육 : - 오리엔테이션(1시간) : 직장 내 근무수칙, 직원소개 및 시설소개 - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 인턴 2명tl8.모집연령대 : 60대 이상9.모집직종 : IT운영 소프트웨어개발10.근무지역 : 서울11.자격사항 : 만60세이상 시니어12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 2명 100% 계획",2022-12-31
서울특별시,성동구,(주)염동운수,010 6393 9397,"1.사업명 : (주)염동운수 시니어인턴십 사업운영 안내2.사업목적 : - 인적자원관리를 통한 기업 경쟁력 확보 - 노인일자리 활성화 및 신규 일자리창출 - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 - 소득 증대를 통한 경제력 확보 - 어르신들의 근무의욕 고취3.사업내용 : 버스 운전원4.부서배치 및 참여인원 :버스운전원 3명5.운영계획 : 시니어인턴십 3개월 운영 후 계속고용6.직무교육 : - 오리엔테이션(1시간) : 직장 내 근무수칙, 직원소개 및 시설소개 - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 인턴 3명8.모집연령대 : 60대 이상9.모집직종 : 버스 운전원10.근무지역 : 서울11.자격사항 : 만60세이상 시니어12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 3명 100% 계획",2022-11-30
서울특별시,성동구,신촌택시(주),02 2291 2020,"1.사업명 : 신촌택시(주) 시니어인턴십 사업운영 안내2.사업목적 : - 인적자원관리를 통한 기업 경쟁력 확보 - 노인일자리 활성화 및 신규 일자리창출 - 어르신들이 경제 활동을 통한 우울증 감소 및 자신감 회복 - 소득 증대를 통한 경제력 확보 - 어르신들의 근무의욕 고취3.사업내용 : 택시 운전원4.부서배치 및 참여인원 :운전원 30명5.운영계획 : 시니어인턴십 3개월 운영 후 계속고용6.직무교육 : - 오리엔테이션(1시간) : 직장 내 근무수칙, 직원소개 및 시설소개 - 직무교육(1시간) : 안전수칙교육 및 해당 업무 교육7.실시인원 : 인턴 30명8.모집연령대 : 60대 이상9.모집직종 : 택시 운전원10.근무지역 : 서울11.자격사항 : 만60세이상 시니어12.고용예정인원 : 인턴십 시행이수 계속고용 또는 신규고용 예정인원 30명 100% 계획",2022-11-30
서울특별시,성북구,행복중심서울서남소비자생활협동조합방화매장,010-3192-8999,.,2022-12-31
서울특별시,성북구,누리안전,02-928-7159,.,2022-12-31
서울특별시,성북구,청명이엔씨,010-8504-9249,.,2022-11-30
서울특별시,양천구,의료법인 태인의료재단,041-851-7606,"** 요양병원에서 직원을 모집합니다. **1. 회사위치 : 충남 공주시2. 근무시각 : 09-18시3. 모집분야 : 간호사, 조무사, 조리원60대 성실한 시니어 환영합니다. ",2022-12-31
서울특별시,양천구,의료법인 기호의료재단 동해요양병원,070-7198-7244,"** 요양병원에서 직원을 모집합니다. **1. 회사위치 : 강원도 동해2. 모집직종 : 간호사, 간호조무사, 조리원3. 모집인원 : 각 5명60대 성실한 시니어 환영합니다. ",2022-11-30
서울특별시,양천구,유앤아이사회적협동조합,010-3957-8741,** 쇼핑백 임가공 사원 모집합니다. **1. 회사위치 : 경기도 연천군2. 모집인원 : 20명60대 성실한 시니어 환영합니다. ,2022-11-30
서울특별시,양천구,주식회사 푸른종합개발,010-7734-0099,** 개발회사에서 직원을 모집합니다. **1. 회사위치 : 강원도 원주2. 모집분야 : 인력관리3. 모집인원 : 5명성실한 60대 시니어 환영합니다. ,2022-11-30
서울특별시,양천구,모던기업(주),055-287-5723,** 시설관리자 모집합니다. **1. 회사위치 : 경남 창원시 성산구2. 모집인원 : 3명3. 모집분야 : 건설업체 시설관리60대 성실한 시니어 환영합니다. ,2022-11-30
서울특별시,영등포구,(주)조은지엠씨,02-2122-7552,"오락시설(골프장) 서비스요원 6명, 기타 서비스 단순 종사원 4명 시니어 모집",2022-12-31
서울특별시,영등포구,생활방역사업단,02-2068-5328,"

◆2022년 어르신일자리(공익형) 참여자 모집◆

  

1. 모집기간 : 21년 12월
6일(월)~12월 17일(금)

  

2. 참여대상 : 영등포구 거주, 만 65세 이상 기초연금수급자, 지역사회 내 활동
가능한 신체 건강한 자

(※대기자가 없을 경우 만60~64세 차상위계층도
참여가능)

  

3.
구비서류 : 주민등록등본 1부 및 기초연금수급확인서
1부(",2022-12-17
부산광역시,강서구,(주) 한국에프에이디,010-6776-6757,어망제조업 종사자 모집,2022-12-31
부산광역시,강서구,"K푸드&커피""만""(3호점)",051-973-1167,"Ⅰ. 신청자격 : 만 60세 이상Ⅱ. 사업기간 및 모집인원1. 사업기간 : 2022. 3월 ~ 12월2. 모집인원 : 20명(K-푸드&커피 ""만""3호점)Ⅲ. 제출서류1. 노인 일자리 시장형 참여신청서 1부2. 주민등록등본 추가 제출3. 통장사본 추가 제출Ⅳ. 신청서류 교부 및 접수처1 장소 : 강서시니어클럽 사무실2.. 접수기간 : 2021. 03. 01 ~ 12. 31※ 신청서 접수는 (09:00～18:00)으로 함Ⅴ. 선정결과 발표발표방법 :개별통지",2022-12-31
부산광역시,강서구,농업회사법인 주식회사 정일품,070-4895-5121,화훼류 및 식물관리,2022-12-31
부산광역시,강서구,(주) 코메탈,010-4546-1927,제조 관련 단순 종사자 모집 (주조원),2022-12-31
부산광역시,강서구,수직정원사업,051-973-1167,Ⅰ. 신청자격 : 만 60세 이상Ⅱ. 사업기간 및 모집인원1. 사업기간 : 2022. 1월 ~ 12월2. 모집인원 : 10명(청정 다시팩)Ⅲ. 제출서류1. 노인 일자리 시장형 참여신청서 1부2. 주민등록등본 추가 제출3. 통장사본 추가 제출Ⅳ. 신청서류 교부 및 접수처1 장소 : 강서시니어클럽 사무실2.. 접수기간 : 2021. 12. 01 ~ 12. 31(31일간)※ 신청서 접수는 (09:00～18:00)으로 함Ⅴ. 선정결과 발표발표방법 :개별통지,2022-12-31
부산광역시,강서구,공동작업장운영사업(2),051-973-1167,Ⅰ. 신청자격 : 만 60세 이상Ⅱ. 사업기간 및 모집인원1. 사업기간 : 2022. 1월 ~ 12월2. 모집인원 : 34명Ⅲ. 제출서류1. 노인 일자리 시장형 참여신청서 1부2. 주민등록등본 추가 제출3. 통장사본 추가 제출Ⅳ. 신청서류 교부 및 접수처1 장소 : 강서시니어클럽 사무실2.. 접수기간 : 2021. 12. 01 ~ 12. 31(31일간)※ 신청서 접수는 (09:00～18:00)으로 함Ⅴ. 선정결과 발표발표방법 :개별통지,2022-12-31
부산광역시,강서구,공동작업장운영사업(1),051-973-1167,Ⅰ. 신청자격 : 만 60세 이상Ⅱ. 사업기간 및 모집인원1. 사업기간 : 2022. 1월 ~ 12월2. 모집인원 : 25명Ⅲ. 제출서류1. 노인 일자리 시장형 참여신청서 1부2. 주민등록등본 추가 제출3. 통장사본 추가 제출Ⅳ. 신청서류 교부 및 접수처1 장소 : 강서시니어클럽 사무실2.. 접수기간 : 2021. 12. 01 ~ 12. 31(31일간)※ 신청서 접수는 (09:00～18:00)으로 함Ⅴ. 선정결과 발표발표방법 :개별통지,2022-12-31
부산광역시,강서구,KS홈푸드,051-973-1167,KS 홈푸드    Ⅰ. 신청자격 : 만 60세 이상Ⅱ. 사업기간 및 모집인원1. 사업기간 : 2022. 1월 ~ 12월2. 모집인원 : 30명Ⅲ. 제출서류1. 노인 일자리 시장형 참여신청서 1부2. 주민등록등본 추가 제출3. 통장사본 추가 제출Ⅳ. 신청서류 교부 및 접수처1 장소 : 강서시니어클럽 사무실2.. 접수기간 : 2021. 12. 01 ~ 12. 31(31일간)※ 신청서 접수는 (09:00～18:00)으로 함Ⅴ. 선정결과 발표,2022-12-31
부산광역시,강서구,구포국수 렛츠런파크점,051-973-1167,Ⅰ. 신청자격 : 만 60세 이상Ⅱ. 사업기간 및 모집인원1. 사업기간 : 2022. 6월 ~ 12월2. 모집인원 : 16명(구포국수 렛츠런파크점)Ⅲ. 제출서류1. 노인 일자리 시장형 참여신청서 1부2. 주민등록등본 추가 제출3. 통장사본 추가 제출4. 보건증5. 백신접종확인서Ⅳ. 신청서류 교부 및 접수처1. 장소 : 강서시니어클럽 사무실2. 접수기간 : 2022. 06. 21 ~ 07. 21(30일간)※ 신청서 접수는 (09:00～18:00)으로 함Ⅴ. 선정결과 발표발표방법 :개별통지,2022-12-30
부산광역시,강서구,"K-푸드&커피 ""만""(2호점)",051-973-1167,".Ⅰ. 신청자격 : 만 60세 이상Ⅱ. 사업기간 및 모집인원1. 사업기간 : 2022. 1월 ~ 12월2. 모집인원 : 22명(K-푸드&커피 ""만""2호점)Ⅲ. 제출서류1. 노인 일자리 시장형 참여신청서 1부2. 주민등록등본 추가 제출3. 통장사본 추가 제출Ⅳ. 신청서류 교부 및 접수처1 장소 : 강서시니어클럽 사무실2.. 접수기간 : 2021. 12. 01 ~ 12. 31(31일간)※ 신청서 접수는 (09:00～18:00)으로 함Ⅴ. 선정결과 발표발표방법 :개별통지",2022-12-13
부산광역시,기장군,다이나믹6070택배사업,051-722-2170,"- 택배배송원근무시간 : 일 2시간 / 13:00 ~ 15:00 배송물량에 따라 탄력적 근무근무일자 : 월 ~ 토 / 주6일급     여 : 배송건당 400원(월 평균 40~60만원)근무위치 : 해운대구 재송동(아파트 3곳)- 상품인수원근무시간 : 3.5시간 / 07:00 ~ 10:30 - 10:30 ~ 14:00출근일자 : 주3일 출근 / 월,수,금 - 화,목,토 / 월 평균 12일, 13일 출근급     여 : 정해진 근무일수 만근 시 급여 50만원근무위치 : 동구 성남로 27 (CJ대한통운 부산진 터미널 내 대리점)* 만 60세 이상 신체건강하고 시력이 좋으신분 *",2022-11-30
부산광역시,남구,(주)부경버스,051-710-8738,"(주부경버스* 소재지 : 사상구* 경력직 모집* 모집직종 : 버스운전원* 지원 문의는 해당 문의처로 연락부탁드립니다.(***-****-****)운전경력은 화물차 5t 이상 1년 또는 마을버스 5개월 이상 보고 있습니다.필요서류 : 이력서, 무사고확인증, 운전정밀검사판정표수시채용 합니다* 고령자 우대",2022-12-31
부산광역시,남구,공원생활안전수칙계도사업,051-622-7267,,2022-11-30
부산광역시,남구,노인시설서비스사업단,051-622-7267,,2022-11-30
부산광역시,동래구,백세재활주간보호센터,010-4122-9996,-,2022-12-31
부산광역시,동래구,백세재활주간보호센터,010-4122-9996,"***수직정원 관리지원  활동 참여자 모집***1. 활동시간 : 주2~3회/ 월 30시간 활동2. 활 동 비  : 월 27만원3. 신청자격 : 만65세 이상 기초연금 수급자4. 신청제외자: - 국민기초 생활보장법에 의한 생계급여 수급자- 국민건강보험 직장가입자- 장기요양보험 등급판정자(1~5등급)- 정부부처 및 지자체에서 추진 중인 일자리사업 참여자5. 참여자선발: 개별상담을 통해 "" 참여자 선발 기준표""를 작성하여 고득점자순으로 통합 선발6. 준비서류, 신분증, 주민등록등본 1부(3개월이내, 코로나19 예방접종 증명서 1부). 관련자격증7. 신청장소 : 대한노인회 동래구지회 2층 대강당 , 온라인(복지로 온라인 신청- http://online.bokjiro.go.kr)",2022-12-31
부산광역시,사하구,부산고속물류,010-8813-1868,부산고속물류모집연령대 : 60대모집인원 : 10명근무기간: 채용일~22.12.31모집직종 : 물류사무직근무지역 : 부산시자격사항 : 무관,2022-12-31
부산광역시,사하구,의료법인호산나의료재단현대요양병원,010-8813-1868,의료법인호산나의료재단현대요양병원모집연령대 : 60대모집인원 : 10명근무기간: 채용시~22.12.31모집직종 : 조리원근무지역 : 부산시 자격사항 : 무관,2022-12-31
부산광역시,서구,(주) 한국에프에이디,010-6776-6757,어망제조업 종사자 모집,2022-12-31
부산광역시,서구,"K푸드&커피""만""(3호점)",051-973-1167,"Ⅰ. 신청자격 : 만 60세 이상Ⅱ. 사업기간 및 모집인원1. 사업기간 : 2022. 3월 ~ 12월2. 모집인원 : 20명(K-푸드&커피 ""만""3호점)Ⅲ. 제출서류1. 노인 일자리 시장형 참여신청서 1부2. 주민등록등본 추가 제출3. 통장사본 추가 제출Ⅳ. 신청서류 교부 및 접수처1 장소 : 강서시니어클럽 사무실2.. 접수기간 : 2021. 03. 01 ~ 12. 31※ 신청서 접수는 (09:00～18:00)으로 함Ⅴ. 선정결과 발표발표방법 :개별통지",2022-12-31
부산광역시,서구,농업회사법인 주식회사 정일품,070-4895-5121,화훼류 및 식물관리,2022-12-31
부산광역시,서구,(주) 코메탈,010-4546-1927,제조 관련 단순 종사자 모집 (주조원),2022-12-31
부산광역시,서구,공동작업장운영사업(2),051-973-1167,Ⅰ. 신청자격 : 만 60세 이상Ⅱ. 사업기간 및 모집인원1. 사업기간 : 2022. 1월 ~ 12월2. 모집인원 : 34명Ⅲ. 제출서류1. 노인 일자리 시장형 참여신청서 1부2. 주민등록등본 추가 제출3. 통장사본 추가 제출Ⅳ. 신청서류 교부 및 접수처1 장소 : 강서시니어클럽 사무실2.. 접수기간 : 2021. 12. 01 ~ 12. 31(31일간)※ 신청서 접수는 (09:00～18:00)으로 함Ⅴ. 선정결과 발표발표방법 :개별통지,2022-12-31
부산광역시,서구,수직정원사업,051-973-1167,Ⅰ. 신청자격 : 만 60세 이상Ⅱ. 사업기간 및 모집인원1. 사업기간 : 2022. 1월 ~ 12월2. 모집인원 : 10명(청정 다시팩)Ⅲ. 제출서류1. 노인 일자리 시장형 참여신청서 1부2. 주민등록등본 추가 제출3. 통장사본 추가 제출Ⅳ. 신청서류 교부 및 접수처1 장소 : 강서시니어클럽 사무실2.. 접수기간 : 2021. 12. 01 ~ 12. 31(31일간)※ 신청서 접수는 (09:00～18:00)으로 함Ⅴ. 선정결과 발표발표방법 :개별통지,2022-12-31
부산광역시,서구,KS홈푸드,051-973-1167,KS 홈푸드    Ⅰ. 신청자격 : 만 60세 이상Ⅱ. 사업기간 및 모집인원1. 사업기간 : 2022. 1월 ~ 12월2. 모집인원 : 30명Ⅲ. 제출서류1. 노인 일자리 시장형 참여신청서 1부2. 주민등록등본 추가 제출3. 통장사본 추가 제출Ⅳ. 신청서류 교부 및 접수처1 장소 : 강서시니어클럽 사무실2.. 접수기간 : 2021. 12. 01 ~ 12. 31(31일간)※ 신청서 접수는 (09:00～18:00)으로 함Ⅴ. 선정결과 발표,2022-12-31
부산광역시,서구,공동작업장운영사업(1),051-973-1167,Ⅰ. 신청자격 : 만 60세 이상Ⅱ. 사업기간 및 모집인원1. 사업기간 : 2022. 1월 ~ 12월2. 모집인원 : 25명Ⅲ. 제출서류1. 노인 일자리 시장형 참여신청서 1부2. 주민등록등본 추가 제출3. 통장사본 추가 제출Ⅳ. 신청서류 교부 및 접수처1 장소 : 강서시니어클럽 사무실2.. 접수기간 : 2021. 12. 01 ~ 12. 31(31일간)※ 신청서 접수는 (09:00～18:00)으로 함Ⅴ. 선정결과 발표발표방법 :개별통지,2022-12-31
부산광역시,서구,구포국수 렛츠런파크점,051-973-1167,Ⅰ. 신청자격 : 만 60세 이상Ⅱ. 사업기간 및 모집인원1. 사업기간 : 2022. 6월 ~ 12월2. 모집인원 : 16명(구포국수 렛츠런파크점)Ⅲ. 제출서류1. 노인 일자리 시장형 참여신청서 1부2. 주민등록등본 추가 제출3. 통장사본 추가 제출4. 보건증5. 백신접종확인서Ⅳ. 신청서류 교부 및 접수처1. 장소 : 강서시니어클럽 사무실2. 접수기간 : 2022. 06. 21 ~ 07. 21(30일간)※ 신청서 접수는 (09:00～18:00)으로 함Ⅴ. 선정결과 발표발표방법 :개별통지,2022-12-30
부산광역시,서구,"K-푸드&커피 ""만""(2호점)",051-973-1167,".Ⅰ. 신청자격 : 만 60세 이상Ⅱ. 사업기간 및 모집인원1. 사업기간 : 2022. 1월 ~ 12월2. 모집인원 : 22명(K-푸드&커피 ""만""2호점)Ⅲ. 제출서류1. 노인 일자리 시장형 참여신청서 1부2. 주민등록등본 추가 제출3. 통장사본 추가 제출Ⅳ. 신청서류 교부 및 접수처1 장소 : 강서시니어클럽 사무실2.. 접수기간 : 2021. 12. 01 ~ 12. 31(31일간)※ 신청서 접수는 (09:00～18:00)으로 함Ⅴ. 선정결과 발표발표방법 :개별통지",2022-12-13
부산광역시,연제구,감로수요양병원,010 4026 6677,"모집직종 : 의사, 간호사, 간호조무사, 방사선사, 물리치료사. 행정직원, 약사, 조리사, 조리원, 영양사, 시설안전모집인원 : 총 10명근무지역 : 부산근무시간 : 09:00 ~ 18:00 (시간변동)",2022-12-31
