시도,구분,제목,장소,기간,가격,문의처
서울특별시,국악,"관현악시리즈 Ⅱ, 역동과 동력",국립극장 해오름극장,2022-11-18~2022-11-18,유료,국립극장 02-2280-4114
서울특별시,음악/콘서트,"샤를 리샤르, 아믈랭 피아노 리사이틀",예술의전당 콘서트홀,2022-11-18~2022-11-18,유료,더브릿지컴퍼니 02-6094-1001
서울특별시,음악/콘서트,국립합창단 <신진지휘자 초청연주회>,예술의전당 IBK챔버홀,2022-11-18~2022-11-18,"유료,할인",국립합창단 02) 587-8111
서울특별시,국악,작곡동인 원시인 X 아쟁앙상블 Bow+ing <오늘의 음악>,서울돈화문국악당,2022-11-18~2022-11-18,유료,서울돈화문국악당 02-3210-7001
서울특별시,기타,"다크필드 3부작, 플라이트",LG아트센터,2022-10-26~2022-11-19,유료,LG아트센터 서울 티켓박스 1661-0017
서울특별시,기타,"다크필드 3부작, 코마",LG아트센터,2022-10-26~2022-11-19,유료,LG아트센터 서울 티켓박스 1661-0017
서울특별시,기타,"다크필드 3부작, 고스트쉽",LG아트센터,2022-10-26~2022-11-19,유료,LG아트센터 서울 티켓박스 1661-0017
경기도,뮤지컬/오페라,헨젤과 그레텔 [김포],김포한강괜찮은홀,2022-11-05~2022-11-19,유료,김포한강괜찮은홀 070-8886-2516
서울특별시,연극,개굴개굴 고래고래,종로아이들극장,2022-11-17~2022-11-19,유료,"국립아시아문화전당재단 062-601-4664, 4670"
서울특별시,뮤지컬/오페라,블루홀 속으로,금나래아트홀,2022-11-17~2022-11-19,유료,금천문화재단 예술진흥팀 02-2627-2989
경기도,연극,종이아빠 [군포],군포시평생학습원 상상극장,2022-11-17~2022-11-19,유료,군포시평생학습원 상상극장 031-390-3050
인천광역시,뮤지컬/오페라,사랑의 포스트,부평아트센터 해누리 극장,2022-11-18~2022-11-19,무료,010-5515-2515
부산광역시,연극,먼데서 오는 여자 [부산],공간소극장,2022-11-18~2022-11-19,유료,공간소극장 051-611-8518
강원도,연극,춘천시립인형극단 제3회 정기공연 <변신> 프란츠 카프카 원작 이병훈 구성 및 연출,춘천인형극장 대극장,2022-11-18~2022-11-19,"유료,할인",070-4633-5798
경기도,뮤지컬/오페라,의심의 소녀 [광명],광명시민회관,2022-11-18~2022-11-19,유료,아리보네 협동조합 010-2748-8274
울산광역시,연극,세인트 조앤 [울산],현대예술관,2022-11-18~2022-11-19,유료,현대예술관 1522-3331
경기도,뮤지컬/오페라,백만송이의 사랑 [수원],경기아트센터,2022-11-18~2022-11-19,유료,경기아트센터 031-230-3440
경상남도,연극,염쟁이 유씨 [김해],김해서부문화센터 하늬홀,2022-11-18~2022-11-19,유료,김해서부문화센터 055-344-1800
전라북도,뮤지컬/오페라,삼총사 [익산],익산예술의전당 대공연장,2022-11-18~2022-11-19,유료,익산예술의전당 063-859-3254
강원도,연극,제3회 춘천시립인형극단 정기공연,춘천인형극장 대극장,2022-11-18~2022-11-19,유료,춘천시립인형극단 070-4633-5789
서울특별시,국악,"남산초이스, 강민수",남산골한옥마을,2022-11-18~2022-11-19,유료,서울남산국악당 02-2261-0500
대구광역시,뮤지컬/오페라,"제19회 대구국제오페라축제, 심청",대구오페라하우스,2022-11-18~2022-11-19,유료,대구오페라하우스 053-666-6000 / 전화예매 1661-5946
경상남도,뮤지컬/오페라,토스카 [진주],경상남도 문화예술회관,2022-11-18~2022-11-19,유료,경상남도문화예술회관 1544-6711
서울특별시,무용/발레,정글북: 또 다른 세계,LG아트센터 서울,2022-11-18~2022-11-19,유료,LG아트센터 서울 티켓박스 1661-0017
경기도,연극,회란기 [용인],용인시문예회관 처인홀,2022-11-18~2022-11-19,유료,"용인문화재단 031-260-3355, 3358"
전라북도,뮤지컬/오페라,푸치니 투란도트 [전주],한국소리문화의전당,2022-11-18~2022-11-19,유료,호남오페라단 063-288-6807 / 문자 010-2108-6807
대전광역시,국악,적벽 [대전],대전시립연정국악원,2022-11-18~2022-11-19,유료,대전시립연정국악원 042-270-8500
세종특별자치시,무용/발레,"요안 부르주아 컴퍼니, 기울어진 사람들 [세종]",세종 예술의전당,2022-11-18~2022-11-19,유료,세종예술의전당 044-850-8921
경기도,뮤지컬/오페라,뮤지컬 <의심의 소녀>,광명시민회관,2022-11-18~2022-11-19,유료,arebornemusical@gmail.com
대구광역시,음악/콘서트,피아니스트 백혜선 시와 그림이 있는 음악회 [대구],대구범어대성당 드망즈홀,2022-11-19~2022-11-19,유료,범어대성당 드망즈홀 053-790-1300
대구광역시,국악,"대구문화예술회관 판소리 완창시리즈, 소리 최경희의 정광수제 수궁가",대구문화예술회관,2022-11-19~2022-11-19,유료,"대구문화예술회관 053-606-6135, 6133"
서울특별시,음악/콘서트,이현정 초청 바이올린 독주회,세라믹팔레스홀,2022-11-19~2022-11-19,유료,"세라믹팔레스홀 02-3411-4668, 4667"
대구광역시,음악/콘서트,제2회 르 송 앙상블 정기연주회,대구콘서트하우스 챔버홀,2022-11-19~2022-11-19,유료,프란츠클래식 0507-1338-2389
전라남도,뮤지컬/오페라,슈퍼 루나틱 [목포],목포시민문화체육센터 대공연장,2022-11-19~2022-11-19,유료,목포문화예술회관 공연팀 061-270-8488
서울특별시,음악/콘서트,김남중 비올라 독주회,예술의전당 리사이틀홀,2022-11-19~2022-11-19,유료,이든예술기획 02-6412-3053
충청북도,뮤지컬/오페라,신데렐라 [제천],제천시문화회관,2022-11-19~2022-11-19,유료,제천문화회관 043-642-6410
경기도,국악,이희문 오방神과,복사골문화센터 아트홀,2022-11-19~2022-11-19,유료,032-320-6336
서울특별시,음악/콘서트,"그림 읽어주는 베토벤, 빨강머리 앤",팝콘D스퀘어 대원뮤지엄,2022-11-19~2022-11-19,유료,대원콘텐츠라이브 02-6373-3366
강원도,뮤지컬/오페라,누가 내머리에 똥쌌어? [삼척],삼척문화예술회관,2022-11-19~2022-11-19,유료,삼척문화예술센터 033-572-1331
인천광역시,뮤지컬/오페라,미술관에 간 윌리 [인천],계양문화회관,2022-11-19~2022-11-19,유료,계양문화회관 032-719-4472
서울특별시,음악/콘서트,손창인 콘트라베이스 독주회,예술의전당 리사이틀홀,2022-11-19~2022-11-19,유료,조인클래식 02-525-6162
인천광역시,음악/콘서트,수험생을 위한 특별음악회: 게임음악 콘서트 [인천],아트센터 인천,2022-11-19~2022-11-19,유료,아트센터인천 032-453-7700
서울특별시,음악/콘서트,안영지 플루트 독주회,예술의전당 인춘아트홀,2022-11-19~2022-11-19,유료,"음악교육신문 02-549-4133, 1131"
부산광역시,음악/콘서트,레인보우 키즈 클래식 콘서트 [초록],청년창조발전소 3층 문화예술공연장,2022-11-19~2022-11-19,유료,샤콘느 010-4018-1979
서울특별시,음악/콘서트,"구로 클래식 페스타, 베누스토심포니오케스트라",구로아트밸리예술극장,2022-11-19~2022-11-19,유료,"구로문화재단 02-2029-1725, 1700"
경상남도,연극,"경남도립극단, 리어왕 [거제]",거제문화예술회관,2022-11-19~2022-11-19,무료,거제문화예술회관 055-680-1050
부산광역시,음악/콘서트,우크라이나 평화기원 체르니우치 챔버 필하모니 오케스트라 초청 콘서트,영도문화예술회관,2022-11-19~2022-11-19,유료,영도문화예술회관 051-419-5571~4
경상남도,연극,리미트 [함안],함안문화예술회관,2022-11-19~2022-11-19,유료,"함안문화예술회관 055-580-3623, 3627"
부산광역시,음악/콘서트,"레인보우 키즈 클래식 콘서트, 노랑 (11.19)",청년창조발전소 3층 문화예술공연장,2022-11-19~2022-11-19,유료,청년창조발전소 051-746-2018 / 010-4018-1979
경기도,뮤지컬/오페라,"아람누리 오페라 콘서트 시리즈 Ⅶ, 라 트라비아타: 고독",고양아람누리 아람음악당,2022-11-19~2022-11-19,유료,고양문화재단 1577-7766
강원도,음악/콘서트,"대관령음악제 연중기획, Four For All 3: 서울챔버뮤직소사이어티",알펜시아 콘서트홀,2022-11-19~2022-11-19,유료,강원문화재단 033-240-1363
서울특별시,음악/콘서트,노부스 콰르텟 베토벤 현악사중주 전곡 연주 5,예술의전당 IBK챔버홀,2022-11-19~2022-11-19,유료,목프로덕션 02-338-3816
경기도,국악,이희문 오방神과 [부천],복사골문화센터 아트홀,2022-11-19~2022-11-19,유료,복사골문화센터 아트홀 032-320-6336
경기도,뮤지컬/오페라,돼지책 [구리],구리아트홀 유채꽃 소극장,2022-11-19~2022-11-19,유료,극단 가람 031-633-4864
서울특별시,음악/콘서트,"금호영재콘서트, 신성민 피아노 독주회",금호아트홀 연세,2022-11-19~2022-11-19,유료,금호문화재단 02-6303-1977
서울특별시,국악,"금호영아티스트콘서트, 박시은 피리 독주회",금호아트홀 연세,2022-11-19~2022-11-19,유료,금호문화재단 02-6303-1977
경기도,뮤지컬/오페라,고고다이노 우리동네공룡 [평택],평택시 서부문화예술회관,2022-11-19~2022-11-19,유료,인터파크 1544-1555
부산광역시,음악/콘서트,"부산국제클래식음악제, Pre-Concert 대전환 그리고 포용: 실내악",부산문화회관 챔버홀,2022-11-19~2022-11-19,유료,부산국제클래식음악제조직위원회 080-600-2030
서울특별시,음악/콘서트,신세계와 함께하는 예술의전당 토요콘서트 (11월),예술의전당 콘서트홀,2022-11-19~2022-11-19,유료,예술의전당 02-580-1300
서울특별시,음악/콘서트,대니 구 바이올린 리사이틀,롯데콘서트홀,2022-11-19~2022-11-19,유료,크레디아뮤직앤아티스트 02-318-4301
경기도,무용/발레,바디콘서트 [경기 광주],남한산성아트홀,2022-11-19~2022-11-19,유료,광주시문화재단 031-762-8638
전라북도,음악/콘서트,"Fantasie, 브랜든 최 X 일리야 라쉬코프스키 듀오 콘서트",전주 한벽문화관,2022-11-19~2022-11-19,유료,전주문화재단 브랜드공연팀 063-280-7040
경상남도,뮤지컬/오페라,프린세스 공주뮤지컬쇼 [김해 장유],김해장유문화센터,2022-11-19~2022-11-19,유료,진엔터컴 1566-7356
경기도,뮤지컬/오페라,겨울왕국: 겨울이야기 [남양주],남양주 어린이비전센터,2022-11-19~2022-11-19,유료,옴니아트홀 070-8183-9755
대구광역시,뮤지컬/오페라,앤 ANNE [대구],어울아트센터,2022-11-19~2022-11-19,유료,행복북구문화재단 053-320-5120
서울특별시,무용/발레,"제43회 서울무용제, 남판여판춤판",아르코예술극장 소극장,2022-11-19~2022-11-19,유료,서울무용제 조직위원회 02-744-8066
서울특별시,음악/콘서트,이지원 바이올린 독주회,푸르지오 아트홀,2022-11-19~2022-11-19,유료,위드클래식 02-588-6360
부산광역시,음악/콘서트,"부산국제클래식음악제, BICmf 실내악",부산문화회관 챔버홀,2022-11-19~2022-11-19,유료,부산국제클래식음악제조직위원회 080-600-2030
대구광역시,기타,The Magic 팬텀 & 퀸 [대구],달서아트센터,2022-11-19~2022-11-19,유료,달서아트센터 053-584-8719~20
제주특별자치도,무용/발레,다시 설문대가 오다 [제주],제주문예회관,2022-11-19~2022-11-19,무료,제주문예회관 064-710-7656
충청남도,뮤지컬/오페라,라흐마니노프 [논산],논산아트센터,2022-11-19~2022-11-19,무료,논산아트센터 041-730-2932
서울특별시,음악/콘서트,제99회 서울챔버오케스트라 정기연주회,예술의전당 IBK챔버홀,2022-11-19~2022-11-19,유료,서울챔버오케스트라 070-4204-8251
경상남도,국악,"별이 빛나는 포항 시리즈 Ⅲ, 이필기 국악공연",포항문화예술회관,2022-11-19~2022-11-19,유료,포항문화재단 054-289-7830
부산광역시,뮤지컬/오페라,"키즈 오페라 콘서트, 푸치니 나비부인",청년창조발전소 3층 문화예술공연장,2022-11-19~2022-11-19,유료,샤콘느 010-4018-1979
경기도,무용/발레,바디 콘서트,남한산성아트홀,2022-11-19~2022-11-19,유료,광주시문화재단 031-762-8638
서울특별시,음악/콘서트,이지원 바이올린 독주회,푸르지오 아트홀,2022-11-19~2022-11-19,유료,02-588-6360
경기도,음악/콘서트,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(성남)",성남아트센터 콘서트홀,2022-11-19~2022-11-19,유료,070-8680-8477
서울특별시,전시,[집밖] 2022 신진미술인 전시지원 프로그램,SeMA 벙커,2022-07-06~2022-11-20,무료,전시문의 02-2124-8942
경기도,전시,[현대어린이책미술관] 네모난 오아시스,현대어린이책미술관,2022-07-14~2022-11-20,유료,031-5170-3700
서울특별시,연극,오만과 편견,예스24스테이지,2022-08-30~2022-11-20,유료,02-744-4033
서울특별시,전시,[집밖] 춤추는 낱말,서울시립미술관,2022-09-01~2022-11-20,무료,전시문의 02-2124-8932 / 관람문의 02-2124-8868
서울특별시,전시,서울시립미술관 《춤추는 낱말》,서울시립미술관,2022-09-01~2022-11-20,무료,02-2124-8932
서울특별시,뮤지컬/오페라,어차피 혼자,홍익대 대학로 아트센터 대극장,2022-09-06~2022-11-20,유료,070-7724-1535
서울특별시,연극,히스토리 보이즈,두산아트센터 연강홀,2022-10-01~2022-11-20,유료,클립서비스 1577-3363
광주광역시,연극,오백에삼십 [광주],기분좋은극장,2022-10-13~2022-11-20,유료,주식회사 플레이팩토리 1600-6689
대구광역시,연극,행오버 [대구],송죽씨어터,2022-10-20~2022-11-20,유료,송죽씨어터 053-252-5733
서울특별시,연극,모노드라마 햄 릿,대학로 스카이씨어터,2022-10-26~2022-11-20,유료,010-2029-6233
서울특별시,연극,너 자신이 되라,알과핵소극장,2022-11-03~2022-11-20,유료,잘한다프로젝트 02-922-9553
서울특별시,연극,춘천 거기 for original,대학로 선돌극장,2022-11-03~2022-11-20,유료,아트리버 02-6498-0403
서울특별시,국악,"닭들의 꿈, 날다",한양레퍼토리씨어터,2022-11-04~2022-11-20,유료,02-6052-8552
서울특별시,연극,내 모든 걸,후암스테이지,2022-11-08~2022-11-20,유료,비컨크리에이티브 053-252-5733
서울특별시,연극,서쪽나라의 멋쟁이,명보아트홀,2022-11-09~2022-11-20,유료,인터파크 1544-1555
서울특별시,뮤지컬/오페라,아나키스트의 아내,극장 봄,2022-11-10~2022-11-20,유료,극단 더늠 010-8917-5851
서울특별시,연극,"웰컴 대학로, 홈쑈핑 주식회사",서경대학교 공연예술센터(혜화역),2022-11-10~2022-11-20,유료,온택트티비 1661-1301
서울특별시,연극,찬란하고 찬란한,연우소극장,2022-11-11~2022-11-20,유료,연우소극장 02-744-7090 / 인터파크 1544-1555
서울특별시,연극,그림자,천장산우화극장,2022-11-12~2022-11-20,유료,김재란 010-2498-5890
경기도,연극,봄의 노래는 바다에 흐르고 [수원],수원SK아트리움,2022-11-12~2022-11-20,유료,아트리버 02-6498-0403 / 수원문화재단 031-267-1644
경기도,연극,수원시립공연단 제19회 정기공연 연극 <봄의 노래는 바다에 흐르고>,수원SK아트리움,2022-11-12~2022-11-20,유료,02-6498-0403
서울특별시,연극,그날의 타이밍,코델아트홀,2022-11-15~2022-11-20,유료,인스타그램 THEATER_WOO / 인터파크 1544-1555
서울특별시,연극,등장인물,세종문화회관 S씨어터,2022-11-16~2022-11-20,유료,서울시극단 02-399-1794
서울특별시,연극,나무의 아이,노원어린이극장,2022-11-17~2022-11-20,유료,"국립아시아문화전당재단 062-601-4664, 4670"
서울특별시,연극,Meet Again,대학로 열린극장,2022-11-17~2022-11-20,유료,인터파크 1544-1555
대구광역시,연극,우리들의 히어로 [대구],봉산문화회관,2022-11-17~2022-11-20,유료,봉산문화회관 053-661-3521 / 극단미르 010-5820-7529
서울특별시,연극,틴에이지 딕,국립극장 달오름극장,2022-11-17~2022-11-20,유료,02-2280-4114
서울특별시,연극,사라의 행성,대학로예술극장 소극장,2022-11-18~2022-11-20,유료,02-3668-0007
서울특별시,연극,무상 (無常),소극장피카소,2022-11-18~2022-11-20,유료,우노컴퍼니 010-6619-4399
서울특별시,연극,리릿: 두개의 이야기,보광극장,2022-11-18~2022-11-20,유료,인터파크 1544-1555
서울특별시,무용/발레,작꾸 둥굴구 서뚜르게,예술의전당 자유소극장,2022-11-18~2022-11-20,유료,02-3472-1420
서울특별시,연극,삼질이의 히어로,소극장 창덕궁,2022-11-18~2022-11-20,유료,010-2068-6194
서울특별시,무용/발레,<트리플 빌>,예술의전당 오페라극장,2022-11-18~2022-11-20,유료,1544-1555
광주광역시,연극,로미오와 줄리엣 [광주],국립아시아문화전당,2022-11-18~2022-11-20,유료,010-9978-7665
서울특별시,연극,"봄 작가, 겨울 무대, 사라의 행성",대학로예술극장 소극장,2022-11-18~2022-11-20,유료,대학로예술극장 02-3668-0007
대구광역시,무용/발레,"제4회 실험극 페스티벌, 작작zoom하자: 춤으로 만나는 천국의 나무",골목실험극장,2022-11-18~2022-11-20,유료,010-4072-2378
충청남도,연극,님의계절,당진문예의전당,2022-11-19~2022-11-20,유료,당진 청소년청년 극단예능 041-355-4141
광주광역시,기타,노래가 되자,국립아시아문화의전당 어린이문화원,2022-11-19~2022-11-20,유료,국립아시아문화전당 1899-5566
서울특별시,연극,"제22회 월드 2인극 페스티벌, 만원 버스",시온아트홀,2022-11-19~2022-11-20,유료,2인극페스티벌 조직위원회 070-7776-6613
서울특별시,연극,"제22회 월드 2인극 페스티벌, 게스트하우스",대학로 예술공간 혜화,2022-11-19~2022-11-20,유료,2인극페스티벌 조직위원회 070-7776-6613
서울특별시,뮤지컬/오페라,푸푸게노! 똥 밟았네?,북서울 꿈의숲아트센터,2022-11-19~2022-11-20,유료,사단법인 라벨라오페라단 02-572-6773
제주특별자치도,뮤지컬/오페라,엄마까투리: 마트에 간 꽁지 [제주],제주대학교 한라아트홀,2022-11-19~2022-11-20,유료,극단 국민 010-4095-3005
부산광역시,뮤지컬/오페라,겨울왕국: 겨울이야기 [부산 강서],성원아트홀,2022-11-19~2022-11-20,유료,극단 희망 010-2258-9411
강원도,뮤지컬/오페라,엘사의 생일파티 [춘천],춘천문화예술회관,2022-11-19~2022-11-20,유료,극단 예일 02-555-0822~3
강원도,뮤지컬/오페라,미니특공대: 애니멀트론 [춘천],백령아트센터,2022-11-19~2022-11-20,유료,ES생활문화 1661-0759 / 인터파크 1544-1555
경기도,뮤지컬/오페라,캐리TV 러브콘서트: KPOP [고양],고양어울림누리,2022-11-19~2022-11-20,유료,드림엔터테인먼트 1600-1787
대전광역시,뮤지컬/오페라,백설공주 [대전],대전평송청소년문화센터 소극장,2022-11-19~2022-11-20,유료,조이컬쳐 010-9611-2073
대구광역시,뮤지컬/오페라,바다탐험대 옥토넛 시즌2: 대산호초 보호작전 [대구(앵콜)],대구보건대학교 인당아트홀,2022-11-19~2022-11-20,유료,전공이엔티 1522-2061
대구광역시,뮤지컬/오페라,겨울왕국: 겨울이야기 [대구],대백프라자 프라임홀,2022-11-19~2022-11-20,유료,조이컬쳐 053-420-8088
경기도,뮤지컬/오페라,백설공주 [수원],경기아트센터,2022-11-19~2022-11-20,유료,극단 상상마당 1588-6212
충청남도,뮤지컬/오페라,한국사 대모험 [당진],당진문예의전당,2022-11-19~2022-11-20,유료,당진문예의전당 041-350-2911~5
경기도,뮤지컬/오페라,누가 내머리에 똥 쌌어? [고양],고양어울림누리,2022-11-19~2022-11-20,유료,한울엔터테인먼트 1566-7754
경상남도,뮤지컬/오페라,무지개 물고기 [창원],성산아트홀,2022-11-19~2022-11-20,유료,1661-6702？
서울특별시,기타,화려,민송아트홀,2022-11-19~2022-11-20,유료,화려 010-7219-0702 / 카카오채널 화려
대전광역시,뮤지컬/오페라,캐치! 티니핑: 프린세스 다이어리 [대전(앵콜)],한밭대학교 아트홀,2022-11-19~2022-11-20,유료,동그라미그리기 1577-4868
경기도,뮤지컬/오페라,시크릿쥬쥬 시즌3: 별의 여신 마지막콘서트 [안산],안산문화예술의전당,2022-11-19~2022-11-20,유료,동그라미그리기 1577-4868
울산광역시,뮤지컬/오페라,신비아파트 시즌5: 감염된 도시의 비밀 [울산],KBS 울산홀,2022-11-19~2022-11-20,유료,동그라미그리기 1577-4868
전라남도,뮤지컬/오페라,"민쩌미, 사랑해요 엄마! [순천]",순천문화예술회관,2022-11-19~2022-11-20,유료,동그라미그리기 1577-4868
서울특별시,연극,"제6회 구로꿈나무인형극제, 늙은 개",구로꿈나무극장,2022-11-19~2022-11-20,유료,구로꿈나무극장 02-830-2561~2 / 2508
경기도,연극,버스를 놓치다 [안산],안산문화예술의전당,2022-11-19~2022-11-20,유료,극단 전진 031-507-6448
서울특별시,연극,갈수록 가관이네! [성북],꿈빛극장,2022-11-19~2022-11-20,유료,꿈빛극장 02-6953-3201
경기도,뮤지컬/오페라,킹키부츠 [성남],성남아트센터,2022-11-19~2022-11-20,유료,장터미디어 1877-5030
서울특별시,음악/콘서트,이병우 기타 솔로콘서트,백암아트홀,2022-11-19~2022-11-20,유료,아츠팝콘 02-577-1923
울산광역시,뮤지컬/오페라,미인 [울산],울산문화예술회관 소공연장,2022-11-20~2022-11-20,유료,울산문화예술회관 052-275-9623
서울특별시,음악/콘서트,앙상블 로맨티코 콘서트,예술의전당 인춘아트홀,2022-11-20~2022-11-20,유료,예인예술기획 02-586-0945
경기도,음악/콘서트,"MEG아트홀 기획연주 42, 첼리스트 김민지: 바흐 무반주 전곡 리사이틀",MEG아트홀,2022-11-20~2022-11-20,유료,MEG아트홀 010-9458-5310
부산광역시,음악/콘서트,대니 구 바이올린 리사이틀,부산문화회관 대극장,2022-11-20~2022-11-20,유료,부산문화회관 051-607-6000 (ARS 1번)
서울특별시,음악/콘서트,피아니스트 김진석 베토벤 시리즈 5,예술의전당 IBK챔버홀,2022-11-20~2022-11-20,유료,가온클래식 070-8811-0513
서울특별시,음악/콘서트,지브리 페스티벌,예술의전당 콘서트홀,2022-11-20~2022-11-20,유료,스톰프뮤직 02-2658-3546
부산광역시,음악/콘서트,제10회 첼리스트 이명로 독주회,부산문화회관 챔버홀,2022-11-20~2022-11-20,유료,첼리스트의 서재 010-5029-5807
경기도,뮤지컬/오페라,프린세스 공주 [수원],장안구민회관(한누리아트홀),2022-11-20~2022-11-20,유료,조이컬쳐 010-9611-2073
경상남도,뮤지컬/오페라,빨간모자와 늑대 [거제],거제시청소년수련관,2022-11-20~2022-11-20,유료,교육극단 파랑새 010-8230-8883
부산광역시,음악/콘서트,히사이시 조 영화음악 콘서트 파이널 [부산],부산시민회관,2022-11-20~2022-11-20,유료,라이브러리컴퍼니 070-4190-1289
경상남도,뮤지컬/오페라,호두까기인형 [김해],김해장유문화센터,2022-11-20~2022-11-20,유료,극단 희망 010-2258-9411
충청북도,뮤지컬/오페라,프린세스 공주뮤지컬쇼 [충주],충주시문화회관,2022-11-20~2022-11-20,유료,진엔터컴 1566-7356
서울특별시,음악/콘서트,허정인 첼로 독주회,예술의전당 리사이틀홀,2022-11-20~2022-11-20,유료,예인예술기획 02-586-0945
경기도,뮤지컬/오페라,라푼젤 [파주],문산행복센터,2022-11-20~2022-11-20,유료,극단 해미소 02-974-5745 / 인터파크 1544-1555
대구광역시,음악/콘서트,제19회 대구베누스토오케스트라 정기연주회,대구콘서트하우스 그랜드홀,2022-11-20~2022-11-20,유료,010-2584-2712
서울특별시,음악/콘서트,박지현 오보에 독주회,금호아트홀 연세,2022-11-20~2022-11-20,유료,예인예술기획 02-586-0945
서울특별시,음악/콘서트,대한민국 남성합창 페스티발,국립극장 해오름극장,2022-11-20~2022-11-20,유료,훈엔터테인먼트 02-332-5545
서울특별시,음악/콘서트,하세연 첼로 독주회,예술의전당 리사이틀홀,2022-11-20~2022-11-20,유료,지클레프 02-515-5123
서울특별시,음악/콘서트,"구로 클래식 페스타, 서서울필하모닉오케스트라",구로아트밸리예술극장,2022-11-20~2022-11-20,유료,"구로문화재단 02-2029-1725, 1700"
서울특별시,음악/콘서트,피아니스트 김진석 베토벤 시리즈 5,예술의전당 IBK챔버홀,2022-11-20~2022-11-20,유료,가온클래식 070-8811-0513
서울특별시,음악/콘서트,지브리 페스티벌,예술의전당 콘서트홀,2022-11-20~2022-11-20,유료,스톰프뮤직 02-2658-3546
경상남도,음악/콘서트,경상필하모닉오케스트라 전국순회음악회 <황혼에서의 판타지아>,김해문화의전당,2022-11-11~2022-11-22,무료,010-4468-0427
울산광역시,뮤지컬/오페라,"씨네스테이지, 십계",중구문화의전당,2022-11-22~2022-11-22,무료,울산중구문화의전당 052-290-4000
대전광역시,음악/콘서트,김지향 퍼커션 리사이틀,대전예술의전당,2022-11-22~2022-11-22,유료,나무예술기획 042-477-8220
부산광역시,음악/콘서트,게임 음악 콘서트 [부산],금정문화회관,2022-11-22~2022-11-22,유료,금정문화회관 051-519-5661~4
대전광역시,음악/콘서트,대전시립교향악단 마티네 콘서트 4,대전시립연정국악원,2022-11-22~2022-11-22,유료,대전시립교향악단 042-270-8382~8
서울특별시,음악/콘서트,한국을 이끄는 음악가 시리즈 6,롯데콘서트홀,2022-11-22~2022-11-22,유료,한경arte필하모닉 02-360-4073
서울특별시,음악/콘서트,엘리소 비르살라제 피아노 리사이틀,강동아트센터,2022-11-22~2022-11-22,유료,강동아트센터 02-440-0500
부산광역시,음악/콘서트,"부산국제클래식음악제, Pre-Concert 대전환 그리고 포용: 솔로이스츠",부산문화회관 챔버홀,2022-11-22~2022-11-22,유료,부산국제클래식음악제조직위원회 080-600-2030
경기도,국악,광주시문화재단 출범 2주년 기념 콘서트 [경기 광주],남한산성아트홀,2022-11-22~2022-11-22,유료,광주시문화재단 031-762-8638
서울특별시,음악/콘서트,마리아 조앙 피레스 피아노 리사이틀,예술의전당 콘서트홀,2022-11-22~2022-11-22,유료,인아츠프로덕션 02-6954-7760
강원도,음악/콘서트,"GAC 화요극장, 베를린 필하모닉 카메라타",강릉아트센터 소공연장,2022-11-22~2022-11-22,무료,강릉아트센터 033-660-6800
서울특별시,음악/콘서트,바리톤 정효식 독창회,세종문화회관 체임버홀,2022-11-22~2022-11-22,유료,영음예술기획 02-581-5404
서울특별시,음악/콘서트,남유리나 첼로 독주회,예술의전당 리사이틀홀,2022-11-22~2022-11-22,유료,지클레프 02-515-5123
경기도,국악,광주시문화재단 2주년 기념 콘서트 어서옵SHOW!,남한산성아트홀,2022-11-22~2022-11-22,유료,광주시문화재단 031-762-8638
부산광역시,연극,아버지와 살면 [부산],공간소극장,2022-11-21~2022-11-23,유료,공간소극장 051-611-8518
광주광역시,연극,"작은 무대에 부는 바람 #4, 고슴도치를 입양하세요",씨어터 연바람,2022-11-21~2022-11-23,유료,씨어터 연바람 062-226-2446
서울특별시,국악,제22회 국립국악고등학교 개교 67돌 기념 목멱한마당,국립국악원 예악당,2022-11-23~2022-11-23,무료,국립국악고등학교 02-3497-0860
전라북도,음악/콘서트,오케스트라 판 창단연주회,한국소리문화의전당,2022-11-23~2022-11-23,유료,오케스트라 판 010-7298-7737
경기도,국악,사군자,하남문화예술회관,2022-11-23~2022-11-23,무료,남성가객단 타래 010-7917-1995
경기도,음악/콘서트,제192회 성남시립교향악단 정기연주회,성남아트센터 콘서트홀,2022-11-23~2022-11-23,유료,성남시립교향악단 031-729-4809
서울특별시,음악/콘서트,첼리스트 주연선 리사이틀,영산아트홀,2022-11-23~2022-11-23,유료,프레스토 아트 02-533-8207
서울특별시,무용/발레,"박성호의 전통춤 <술래잡기, 땡>",국립극장 하늘극장,2022-11-23~2022-11-23,유료,(주)나우판코리아 02-6925-1255
부산광역시,국악,"수요공감, 이서아의 녹야청류",국립부산국악원,2022-11-23~2022-11-23,유료,국립부산국악원 051-811-0114
대구광역시,음악/콘서트,"대구아티스트위크 시즌 4, 관악: 클래식 루키즈 [대구]",대구콘서트하우스 챔버홀,2022-11-23~2022-11-23,유료,대구콘서트하우스 053-250-1400
부산광역시,기타,"전원경의 아트살롱, 그림콘서트: 상트페테르부르크의 겨울바람",부산문화회관 챔버홀,2022-11-23~2022-11-23,유료,부산문화회관 051-607-6000 (ARS 1번)
서울특별시,음악/콘서트,서울챔버뮤직소사이어티 네번째 공연,예술의전당 IBK챔버홀,2022-11-23~2022-11-23,유료,서울챔버뮤직소사이어티 02-544-6988
